header.
Temperature: 300 K
Motor frequency: 65 Hz Hz
Motor amplitude:  mm
time constant:  s
3.130E+1	1.188E-4
3.100E+1	1.187E-4
3.072E+1	1.183E-4
3.044E+1	1.184E-4
3.015E+1	1.181E-4
2.987E+1	1.183E-4
2.958E+1	1.187E-4
2.929E+1	1.183E-4
2.900E+1	1.180E-4
2.871E+1	1.170E-4
2.843E+1	1.183E-4
2.815E+1	1.179E-4
2.787E+1	1.171E-4
2.759E+1	1.189E-4
2.730E+1	1.179E-4
2.702E+1	1.179E-4
2.674E+1	1.182E-4
2.645E+1	1.179E-4
2.617E+1	1.181E-4
2.589E+1	1.182E-4
2.561E+1	1.186E-4
2.533E+1	1.183E-4
2.506E+1	1.192E-4
2.478E+1	1.183E-4
2.450E+1	1.181E-4
2.421E+1	1.187E-4
2.393E+1	1.177E-4
2.366E+1	1.177E-4
2.338E+1	1.188E-4
2.311E+1	1.180E-4
2.283E+1	1.183E-4
2.255E+1	1.186E-4
2.227E+1	1.183E-4
2.200E+1	1.178E-4
2.173E+1	1.177E-4
2.145E+1	1.180E-4
2.118E+1	1.184E-4
2.091E+1	1.193E-4
2.064E+1	1.174E-4
2.036E+1	1.177E-4
2.006E+1	1.178E-4
1.979E+1	1.175E-4
1.952E+1	1.173E-4
1.924E+1	1.182E-4
1.897E+1	1.180E-4
1.870E+1	1.183E-4
1.843E+1	1.184E-4
1.816E+1	1.180E-4
1.789E+1	1.183E-4
1.762E+1	1.174E-4
1.735E+1	1.173E-4
1.708E+1	1.172E-4
1.681E+1	1.180E-4
1.655E+1	1.173E-4
1.628E+1	1.172E-4
1.602E+1	1.180E-4
1.575E+1	1.177E-4
1.547E+1	1.179E-4
1.521E+1	1.177E-4
1.495E+1	1.175E-4
1.468E+1	6.323E-6
1.442E+1	-1.164E-4
1.416E+1	-1.252E-4
1.389E+1	-1.265E-4
1.362E+1	-1.273E-4
1.336E+1	-1.258E-4
1.310E+1	-1.261E-4
1.283E+1	-1.269E-4
1.257E+1	-1.271E-4
1.230E+1	-1.271E-4
1.203E+1	-1.279E-4
1.177E+1	-1.276E-4
1.151E+1	-1.270E-4
1.125E+1	-1.277E-4
1.099E+1	-1.276E-4
1.073E+1	-1.281E-4
1.046E+1	-1.273E-4
1.020E+1	-1.270E-4
9.938E+0	-1.275E-4
9.681E+0	-1.277E-4
9.426E+0	-1.285E-4
9.167E+0	-1.279E-4
8.903E+0	-1.280E-4
8.639E+0	-1.279E-4
8.384E+0	-1.275E-4
8.132E+0	-1.288E-4
7.878E+0	-1.276E-4
7.626E+0	-1.279E-4
7.374E+0	-1.276E-4
7.121E+0	-1.291E-4
6.864E+0	-1.279E-4
6.604E+0	-1.287E-4
6.343E+0	-1.278E-4
6.092E+0	-1.282E-4
5.840E+0	-1.281E-4
5.590E+0	-1.280E-4
5.341E+0	-1.285E-4
5.091E+0	-1.281E-4
4.842E+0	-1.274E-4
4.585E+0	-1.280E-4
4.333E+0	-1.279E-4
4.084E+0	-1.277E-4
3.834E+0	-1.285E-4
3.585E+0	-1.280E-4
3.333E+0	-1.281E-4
3.079E+0	-1.289E-4
2.830E+0	-1.282E-4
2.579E+0	-1.289E-4
2.300E+0	-1.284E-4
2.052E+0	-1.281E-4
1.803E+0	-1.283E-4
1.551E+0	-1.292E-4
1.306E+0	-1.289E-4
1.059E+0	-1.293E-4
8.139E-1	-1.289E-4
5.406E-1	-1.285E-4
2.933E-1	-1.285E-4
2.000E-2	-1.282E-4
-2.271E-1	-1.288E-4
-4.707E-1	-1.290E-4
-7.157E-1	-1.284E-4
-9.577E-1	-1.280E-4
-1.207E+0	-1.283E-4
-1.458E+0	-1.283E-4
-1.755E+0	-1.280E-4
-2.003E+0	-1.285E-4
-2.252E+0	-1.279E-4
-2.492E+0	-1.276E-4
-2.733E+0	-1.279E-4
-2.971E+0	-1.285E-4
-3.210E+0	-1.292E-4
-3.450E+0	-1.281E-4
-3.696E+0	-1.279E-4
-3.943E+0	-1.283E-4
-4.180E+0	-1.287E-4
-4.418E+0	-1.292E-4
-4.655E+0	-1.284E-4
-4.893E+0	-1.290E-4
-5.132E+0	-1.288E-4
